Bulk Density [g/cm³],Field Capacity [m³/m³],Wilting Point [m³/m³],Available Water Capacity [m³/m³],Hydraulic Conductivity [cm/hr],CEC [cmol/kg],Infiltration Rate [cm/hr],Salinity Class
1.2768300000000001,0.217077364,0.09274288800000001,0.12433447599999999,2.8342210328132165,9.53962,3.4411764705882355,Non-saline
1.29566,0.26731046399999997,0.136933088,0.13037737599999996,1.6933772334569068,11.136120000000002,1.2112299465240641,Non-saline
1.0,0.29650044,0.14825448,0.14824595999999998,2.362619132824378,18.8292,1.946808510638298,Non-saline
1.0,0.45120686800000004,0.25,0.20120686800000004,0.6618410748387571,26.050940000000004,0.2840314136125654,Non-saline
1.01361,0.345280684,0.197810328,0.147470356,1.4492847307242276,20.04522,0.8443579766536965,Non-saline
1.0,0.5,0.25,0.25,0.6175522617287322,37.1412,0.2524154589371981,Non-saline
1.0,0.493168072,0.25,0.243168072,0.4139174316769998,24.53076,0.12634408602150538,Non-saline
1.1945700000000001,0.47025070799999996,0.25,0.22025070799999996,0.3301214291851708,18.32814,0.1,Non-saline
1.1108700000000002,0.48498594,0.25,0.23498594,0.33706504488143446,20.783700000000003,0.1,Non-saline
1.0,0.5,0.25,0.25,0.820868738621102,36.27972,0.3854166666666667,Non-saline
1.38528,0.244113328,0.132626976,0.11148635199999998,1.8763494169302304,8.31024,1.2525252525252526,Non-saline
1.42012,0.20198951999999998,0.11544784,0.08654167999999998,2.855707463720819,7.095600000000001,1.880952380952381,Non-saline
1.0112299999999999,0.372915444,0.174534248,0.19838119599999998,0.8855920651162972,19.46602,0.5560975609756098,Non-saline
1.27994,0.30438522399999995,0.128157008,0.17622821599999997,1.0052491547856688,11.152919999999998,0.7682926829268293,Non-saline
1.3995300000000002,0.26256166000000003,0.09903371999999999,0.16352794000000004,1.1922126253218719,7.414299999999999,1.1574803149606299,Non-saline
1.0,0.5,0.25,0.25,0.4482844935714694,27.819760000000002,0.14313346228239845,Non-saline
1.0,0.5,0.25,0.25,2.4074302686761517,50.0,1.901360544217687,Non-saline
1.26902,0.41135713599999996,0.23830611200000001,0.17305102399999994,0.40666211648550243,14.942879999999999,0.1,Non-saline
1.2172,0.411999512,0.22738830399999999,0.18461120800000003,0.427635466318266,15.87996,0.1,Non-saline
1.2558600000000002,0.38994284799999995,0.22157481599999998,0.16836803199999997,0.5176470181169123,14.67384,0.16301369863013698,Non-saline
1.1304699999999999,0.495160228,0.25,0.24516022799999998,0.2944921458783293,22.38174,0.1,Non-saline
1.0277500000000002,0.47352498,0.25,0.22352497999999998,0.4438474372379001,22.0559,0.14392523364485982,Non-saline
1.01552,0.47478236,0.25,0.22478236000000001,0.44886290579516674,22.924800000000005,0.1472795497185741,
1.2138300000000002,0.36618069999999997,0.19742939999999998,0.1687513,0.6988013199166137,14.5765,0.3211920529801324,Non-saline
1.29056,0.355071896,0.18903003200000001,0.16604186399999998,0.6603797030244843,12.297680000000001,0.287375415282392,Non-saline
1.2042899999999999,0.386304508,0.18710853600000002,0.19919597199999997,0.5132792605652494,14.74914,0.12454873646209387,Non-saline
1.04957,0.474534028,0.25,0.224534028,0.38042908842176193,23.45974,0.1,Non-saline
