Event,Lab label,Latitude,Longitude,Depth top [m],Depth bot [m],Depth sed [m],Date/Time,pH,CaCO3 [%],TN [%],TS [%],TC [%],TOC [%],2000-630 µm [%],630-200 µm [%],200-125 µm [%],125-63 µm [%],2000-63 µm [%],63-20 µm gU [%],20-6.3 µm mU [%],6.3-2 µm fU [%],63-2 µm [%],2-0.63 µm [%],0.63-0.063 µm [%],2-0.063 µm [%],63-0.063 µm [%],<2000 µm [%],Part size mean [mm],Bulk Density [g/cm³],Field Capacity [m³/m³],Wilting Point [m³/m³],Available Water Capacity [m³/m³],Hydraulic Conductivity [cm/hr],CEC [cmol/kg],Infiltration Rate [cm/hr]
EHS_2018_B258,47252.0,-1.4067496831929882,-0.5443124662215582,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2018-04-23T00:00,0.90226180070065,0.5063080331659825,-0.5103168682365159,3.469446951953614e-18,-0.1746821871089356,-1.095576803890263,-0.06598960401554646,-0.6551699933299079,-0.8707047817862794,-0.8665560070652424,-0.7702595018187599,-0.7116371498600169,0.10053108363118966,1.532166755468219,0.7253844058420412,1.2609196081468588,-0.04587959976166088,0.29783910304493605,0.7720707733555834,0.10291215275766251,-0.7850668437855478,1.2589627189527492,-0.07205887228877428,0.45530970776364604,-0.698097684775298,-0.678871048624203,-0.7583624611085512,-0.7430799385118394
EHS_2018_B258,47253.0,-1.4054619749800958,-0.5451889114941741,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2018-04-23T00:00,0.90226180070065,-0.1987792689749794,-0.19402291260068424,3.469446951953614e-18,-0.2735947867060098,-0.17948183726209396,-0.4053647103812132,-0.7646104098188594,-0.8951560583001693,-0.8349825121382105,-0.8529467825821888,-0.41619635617842865,0.1597530310793815,0.9633270574486387,0.5055905719734332,0.7311561160011648,0.4170439743040972,0.5223879556023743,0.8395093972426808,-0.8991475765730682,-0.8356580962162583,-0.31611758447305005,0.6062323079541005,0.770127325366897,0.29137532325387006,-0.7618997497348979,0.29884184520894536,-0.7430799385118394
EHS_2018_B258,47254.0,-1.4052902805517224,-0.5456608435640553,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2018-04-23T00:00,0.7403942351264452,0.020147254867622404,-0.19402291260068424,3.469446951953614e-18,-0.38011604781055175,-0.6972746444867111,-0.4339867073036188,-0.8102105833559226,-0.9545377298339016,-0.9486470938755253,-0.9194999597820216,-0.6905342360256178,0.08079043448179214,1.3133822562299187,0.5755249736588995,1.0201180208079073,0.3656080216301239,0.5644908654568941,0.9271796082959073,0.4369320625345411,-0.9338646450523436,0.4851911727772119,0.3876971751954957,0.770127325366897,-0.15250282294967757,-0.7968193654612422,-0.2018251537771673,-0.7430799385118394
EHS_2018_B001,47255.0,-0.2989772312855561,0.140056453964484,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2018-04-23T00:00,0.47061495916944035,0.05920456898038696,-0.03587593478276816,3.469446951953614e-18,-0.699679831124176,-1.3212813608856087,-0.8714943745461048,-0.8717708176309577,-0.8951560583001693,-0.9591715921845361,-1.0015149862303008,-0.8382546328664121,-0.3337631976555493,0.5549293255371449,-0.2337159601300656,0.32179341752494667,1.3771817575515959,1.18901736163227,0.981130507405585,-1.2331674863499469,-1.0023116336350697,1.1488941580680565,0.5280517614961854,0.770127325366897,0.13257872339890542,-0.9408112328854427,-0.4225093460589287,-0.7430799385118394
EHS_2018_B001,47256.0,-0.3021535782106173,0.1467309218098232,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2018-04-23T00:00,0.41665910397804035,-0.23166963875414967,-0.03587593478276816,3.469446951953614e-18,-0.7757664461988486,-1.0026396333627674,-0.9164717982813139,-0.9310510432291399,-0.9545377298339016,-0.9970597860969743,-1.0492450426059385,-0.8593575467008112,-0.21531930275916597,0.8174707246231052,-0.0039314974492479565,0.2495529413232614,1.3086004873196313,1.1118286935656503,1.0620568560701023,0.4369320625345411,-0.98743185350839,0.6827686551530157,0.6626402248898338,0.770127325366897,0.40594839571400576,-0.9435443304247834,-0.17169568224750142,-0.7430799385118394
EHS_2018_B001,47257.0,-0.3042997585653158,0.15192217457846827,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2018-04-23T00:00,0.95621765589205,0.8496012677360723,-0.5103168682365159,3.469446951953614e-18,0.259011518816698,-0.8698722468949169,-0.5321192681804381,-0.8854508696920768,-0.8986490978021535,-0.9044442009776807,-0.9322727917698684,-1.1547983403823996,-0.4127257942531383,1.3425535227950258,0.11595604829726495,1.6943624653569713,0.528488538431039,0.8942969926506321,0.9339234706846167,0.10291215275766251,-0.8178023600642429,0.586107424441734,0.5327908890743955,0.770127325366897,0.1422046134673993,-0.8648433677143689,-0.10769615841428676,-0.7430799385118394
EHS_2018_B001,47259.0,-0.3049865362788706,0.15306829531957405,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2018-04-23T00:00,0.90226180070065,-0.5174047262106912,0.1222710430351477,3.469446951953614e-18,-0.49424597042256013,-0.05999118944102851,-0.6466072558700606,-0.7326902883429153,-0.8008439917465943,-0.8139335155201892,-0.8589970714185372,-0.9226662882040086,-0.5509103382989191,0.8174707246231052,-0.22372533131785602,0.8997172271384313,0.9828394537178017,1.0346400254990313,0.8395093972426808,-0.8991475765730682,-0.8192903380769109,-0.7757401308369167,1.0319697032899797,0.770127325366897,1.1561128298769383,-0.8642762525705984,0.777616037511294,-0.7430799385118394
EHS_2018_B001,47260.0,-0.30584500842073786,0.1581921292210727,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2018-04-23T00:00,0.95621765589205,0.06228804114718429,-0.5103168682365159,3.469446951953614e-18,-0.32685541725828077,-0.670721167193141,-0.5157638413676349,-0.787410496587391,-0.9126212558100905,-0.957066692522734,-0.9194999597820216,-1.1336954265480004,-0.9852046195856581,0.6278574919499117,-0.6133598549940242,0.6589156397994792,1.531489615573515,1.4135662141897087,0.940667333073327,1.1049718820883458,-0.8981531727483125,-0.0038953866024681746,0.9981303851699473,0.770127325366897,1.0873800197044716,-0.9515419643010504,0.45542242209197087,-0.7430799385118394
EHS_2018_B001,47261.0,-0.3071327166336302,0.1612259782417032,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2018-04-23T00:00,0.7943500903178452,-0.3508972292036418,0.28041802085306355,3.469446951953614e-18,-0.38772470931801883,-0.13965162132173892,-0.5157638413676349,-0.8102105833559226,-0.7868718337386573,-0.7949894185639701,-0.8502577653215894,-0.45840218384722686,0.14001238192998397,0.8320563579056588,0.43565617028796744,0.5385148461300033,0.5970698086630033,0.613610926953834,0.8799725715749389,1.4389917918652244,-0.8594657444189456,-0.42747067998513477,0.6903745746165596,0.770127325366897,0.46228108505077437,-0.7794731242805885,0.38712492394047093,-0.7430799385118394
B07_2022_003,53741.0,-0.5148829749733671,-1.072606709013139,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2022-09-24T00:00,-0.392678723892979,2.096737281198593,1.3874468655784753,3.469446951953614e-18,2.0603621307095703,1.294236152531047,1.4591539462783536,-0.06236773734808735,-0.10922217035371128,0.03013124886246395,0.08820925862757013,1.0610076122295133,2.331224437513077,0.1611172269082047,1.714456658250776,-1.4360581700494006,-0.980299406672173,-1.252951409929874,-0.05068043806700549,1.9400216565305897,0.47525053294421127,-1.1468100713249145,-0.2406372396277941,-0.930655208793823,0.668695065390834,0.3555165385995821,0.41661305711483065,0.463954495414805
B07_2022_003,53745.0,-0.5148829749733671,-1.072606709013139,2.4557891062443473,2.496199855172297,2.4804668714430376,2022-09-24T00:00,1.1720410766576548,2.096737281198593,-0.668463846054432,3.469446951953614e-18,2.0603621307095703,-0.4981235647849354,0.48191719421336143,0.1747531650446409,-0.10922217035371128,-0.028805941667995674,-0.021368194741851733,0.6178464217071308,1.7982269104793518,0.1611172269082047,1.234906475264723,-1.5323788049849814,-0.47451253871143695,-0.8670080695967765,-0.0034734013460370953,-1.1663635043945806,0.07200849151119523,0.9218526626764394,-0.8776051505065734,-1.1397337654561916,-0.3672437220584617,0.10677729959131146,-0.9741677809805719,0.036476667367970575
B07_2022_004,53746.0,-0.0036628144720684845,-1.506312281228386,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2022-09-17T00:00,-1.6336633932952032,-1.1834347142388886,0.43856499867097964,3.469446951953614e-18,-1.0344609374527354,0.019669242439681885,-0.8101615239980928,-0.9424510866134056,-0.8532395842763582,0.5142581710769535,-0.5336259828860206,2.3588368130450625,-0.452207092551933,-0.5973357037845691,0.6854218905932036,0.5866751635977939,-0.04587959976166088,0.10135885705717701,0.5562671769168714,1.1049718820883458,-0.8207783160895787,-0.41125343031430384,0.28633517299197564,0.6555499350127126,-0.21708524241898214,-0.5205902583475576,-0.10201141581986671,-0.6149041424127699
B07_2022_007,53756.0,-0.362675864214544,-0.521659726867549,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2022-09-25T00:00,-0.7703697102327887,-0.9593690701182914,2.336328732485971,3.469446951953614e-18,0.3198808108764354,2.03773351675101,-0.0291898936867391,2.255831084842359,2.1664930651890315,1.4362042229462852,1.7325433134840487,-0.31068178700643284,-0.6101322857471106,-0.5973357037845691,-0.9430506057969363,-0.4487716619596987,-1.1946158761470609,-1.1406769836511548,-1.7366460352444413,0.13631414373532189,0.667199696578378,-1.1468100713249145,-0.436307694458835,-0.4063432638125215,-0.3753339586689582,2.039356117709921,1.19506350875961,1.9720457030143943
B07_2022_007,53758.0,-0.362675864214544,-0.521659726867549,0.696417806248397,0.7501533243522964,0.727002290321123,2022-09-25T00:00,-0.2847670135101742,-0.5348777351558752,0.28041802085306355,3.469446951953614e-18,-0.6920711696167089,-0.3786329169638698,0.43693977047815247,2.255831084842359,2.1664930651890315,1.3625327347832108,1.8118693226717288,-0.09965264866244111,2.449668332409461,-2.0121421321922437,0.016049760175170506,-1.6527795986544573,-1.657539450212819,-1.87046075446283,-1.790596934354119,1.405589800887565,0.9647952991119692,1.259926119923293,-2.2654686771114414,-2.693708449062557,-1.2662645503221763,2.039356117709921,-1.6216139607285582,2.124387801959587
B07_2022_008,53761.0,0.6026760593517173,-0.7739411276493311,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2022-09-13T00:00,-0.8782814206155887,0.36344048943771173,1.861887799032223,3.469446951953614e-18,1.6894398822205414,2.3829287215674215,0.7681371634374179,-0.08972784147032524,-0.13367344686760102,0.3374465994855746,0.05997457739127749,1.5252717165862952,0.613787961515518,-0.37855120454626895,0.6954125194054132,0.36995373499273726,-0.7574102784182892,-0.5442190940454588,-0.05742430045571485,0.2031181256907356,0.22080629277799083,-1.1468100713249145,0.8472636488152796,0.7115972705085368,0.8531271902857339,0.044268179496256214,1.9008177541615203,-0.07490990381213337
B07_2022_014,53787.0,0.20082524972845095,0.024837610047814825,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2022-08-23T00:00,-1.687619248486608,-0.39303801548320366,-0.03587593478276816,3.469446951953614e-18,-0.40294203233295306,-0.09982140538138372,-0.6057186888380526,-0.58448972434746,-0.8427604657704054,-0.9528568931991296,-0.8610138343639867,-0.943769202038408,-0.6496135840459053,0.6570287585150182,-0.40355664993762574,0.923797385872326,1.1542926292977123,1.18200020998985,0.8597409844088099,-0.1309017840861905,-0.8207783160895787,-0.7899502951524445,1.1151145989623337,0.770127325366897,1.3249927792537683,-0.8917963877527816,0.4130202192081392,-0.7430799385118394
B07_2022_016,53801.0,-0.6480320041820058,-0.6987016719378383,2.4557891062443473,2.496199855172297,2.4804668714430376,2022-09-24T00:00,-1.2020165517639982,0.47033419122001496,-1.1429047795081797,3.469446951953614e-18,-0.18989951012387046,-1.0690233265966926,-1.0841149231125466,0.14055303489184345,1.2286119589062594,1.9224360448225766,0.5917277406747913,2.3588368130450625,-1.3405363042748084,-1.5454018671505365,-0.0039314974492479565,-1.1711764239765539,-0.35449531580549976,-0.663510671966598,-0.6441403282734627,-2.435639161546776,-0.37438491228919174,1.7226797194414278,-1.287821035101879,-1.0768914197085544,-1.2779531787865552,0.5376149302336525,-1.5876263856897446,0.3772006490712165
B07_2022_017,53802.0,-0.8240187932714355,-1.2253104430512856,-0.6231106687485659,-0.6466839003037039,-0.6368034949959216,2022-09-04T00:00,-0.33872286870157897,-0.0826351506922846,-0.5103168682365159,3.469446951953614e-18,-0.19750817163133755,-0.21931205320244918,-1.1331812035509563,-1.1020516939931266,-1.0034402828616813,2.383409070757242,0.08955376725786976,2.3588368130450625,0.5940473123661204,-0.9036340027181896,1.604559741316472,-1.2915772176460296,-0.9545814303351863,-1.1897970451480946,-0.06416816284442517,1.3387858189321513,-0.8207783160895787,0.6483270704560578,-1.0012909263530283,-1.5293444763110884,-0.13799224912886948,0.3289976568531058,-1.0240007785256264,0.39723433373074535
