Month,soil_2000-63 µm [%],soil_63-2 µm [%],soil_2-0.063 µm [%],soil_TOC [%],soil_pH,soil_CEC [cmol/kg],soil_Available Water Capacity [m³/m³],soil_Hydraulic Conductivity [cm/hr],soil_Infiltration Rate [cm/hr],climate_tempC,climate_humidity,climate_precip,climate_ET0,climate_vpd,climate_NIR,climate_water_deficit,moisture_stress,infiltration_efficiency,evaporation_susceptibility,drainage_factor,irrigation_efficiency,root_zone_water_capacity,days_to_depletion,irrigation_interval,irrigation_amount
11.0,-0.3514450634804172,0.92519698208623,-0.2986187865607601,0.3250342313157381,0.5785266695522404,0.1818798612801745,0.0095571656291976,-0.3098929557824347,-0.4317639733682626,15.654444444444444,52.471333333333334,8.594,4.8654154309530115,1.1066634431500462,2.384341816215871,2.3843050958425374,0.9515658722267889,0.0,0.0,0.0,0.0095571656291976,2.86714968875928,0.5892918558441942,0.2946459279220971,1.43357484437964
12.0,-0.3514450634804172,0.92519698208623,-0.2986187865607601,0.3250342313157381,0.5785266695522404,0.1818798612801745,0.0095571656291976,-0.3098929557824347,-0.4317639733682626,10.65125448028674,71.94516129032257,11.586,2.6945883830203425,0.51392360191657,2.7522824662375536,2.7522474919536823,0.895806482230257,0.0,0.0,0.0,0.0095571656291976,2.86714968875928,1.0640399501557691,0.5320199750778846,1.43357484437964
1.0,-0.3151433304623265,0.1009701050789509,0.0627645230238674,-1.5469859178809549,-0.2308111583187741,-1.540731773299202,-1.4096705184583496,-0.1792317909542775,-0.2997410150336397,7.9,70.76645161290323,18.346,2.4541801564957244,0.4313718096084538,2.4755083317860227,2.475451764900861,2.00937557936906,0.0,0.0,0.0,0.0,-422.90115553750485,-172.31870872159487,-86.15935436079744,-211.45057776875242
2.0,-0.3151433304623265,0.1009701050789509,0.0627645230238674,-1.5469859178809549,-0.2308111583187741,-1.540731773299202,-1.4096705184583496,-0.1792317909542775,-0.2997410150336397,9.688731284475965,66.55390070921986,13.356,3.0027078176546818,0.5319298777608077,2.6090984891290847,2.609042476419865,2.1714887660835713,0.0,0.0,0.0,0.0,-422.90115553750485,-140.8399288971843,-70.41996444859215,-211.45057776875242
3.0,-0.3151433304623265,0.1009701050789509,0.0627645230238674,-1.5469859178809549,-0.2308111583187741,-1.540731773299202,-1.4096705184583496,-0.1792317909542775,-0.2997410150336397,13.327956989247312,63.97225806451613,21.327,3.8998616700655835,0.6887305172895731,3.3724338887209604,3.3722819546719283,2.116833675086717,0.0,0.0,0.0,0.0,-422.90115553750485,-108.44004001054554,-54.22002000527277,-211.45057776875242
4.0,-0.3151433304623265,0.1009701050789509,0.0627645230238674,-1.5469859178809549,-0.2308111583187741,-1.540731773299202,-1.4096705184583496,-0.1792317909542775,-0.2997410150336397,18.606666666666666,53.65866666666667,11.793,6.210807785217248,1.2933642521125928,5.5111967631435235,5.511107006695523,2.3079938376825604,0.0,0.0,0.0,0.0,-422.90115553750485,-68.09116787418212,-34.04558393709106,-211.45057776875242
5.0,-0.3151433304623265,0.1009701050789509,0.0627645230238674,-1.5469859178809549,-0.2308111583187741,-1.540731773299202,-1.4096705184583496,-0.1792317909542775,-0.2997410150336397,25.612903225806452,35.321290322580644,3.168,9.996115276764721,2.5340182187204845,0.0,0.0,2.3926998453715966,0.0,0.0,0.0,0.0,-422.90115553750485,-42.306550477715014,-21.153275238857507,-211.45057776875242
6.0,-0.3151433304623265,0.1009701050789509,0.0627645230238674,-1.5469859178809549,-0.2308111583187741,-1.540731773299202,-1.4096705184583496,-0.1792317909542775,-0.2997410150336397,32.08148148148148,19.386666666666667,0.139,13.439609120717247,4.167354344013827,0.0,0.0,2.409116692493361,0.0,0.0,0.0,0.0,-422.90115553750485,-31.46677494404208,-15.73338747202104,-211.45057776875242
7.0,-0.3151433304623265,0.1009701050789509,0.0627645230238674,-1.5469859178809549,-0.2308111583187741,-1.540731773299202,-1.4096705184583496,-0.1792317909542775,-0.2997410150336397,35.364874551971326,16.09935483870968,0.0,14.765705556949076,5.12412331345433,0.0,0.0,2.4096705184583493,1.0,0.0,0.0,0.0,-422.90115553750485,-28.640768563780412,-14.320384281890206,-211.45057776875242
8.0,-0.3151433304623265,0.1009701050789509,0.0627645230238674,-1.5469859178809549,-0.2308111583187741,-1.540731773299202,-1.4096705184583496,-0.1792317909542775,-0.2997410150336397,35.20537634408602,17.000645161290322,0.04,14.084075496620455,5.087484218814321,0.0,0.0,2.4095184368147757,0.0,0.0,0.0,0.0,-422.90115553750485,-30.026902059633386,-15.013451029816693,-211.45057776875242
9.0,-0.3151433304623265,0.1009701050789509,0.0627645230238674,-1.5469859178809549,-0.2308111583187741,-1.540731773299202,-1.4096705184583496,-0.1792317909542775,-0.2997410150336397,30.415555555555553,19.680666666666667,0.036000000000000004,11.168533682962572,3.922750274295728,0.0,0.0,2.4094979142052315,0.0,0.0,0.0,0.0,-422.90115553750485,-37.86541434554064,-18.93270717277032,-211.45057776875242
10.0,-0.3151433304623265,0.1009701050789509,0.0627645230238674,-1.5469859178809549,-0.2308111583187741,-1.540731773299202,-1.4096705184583496,-0.1792317909542775,-0.2997410150336397,23.9247311827957,29.308387096774194,1.724,8.461216532148603,2.4862124035833286,4.217358635596882,4.217350201558172,2.3987598941263677,0.0,0.0,0.0,0.0,-422.90115553750485,-49.9811290646778,-24.9905645323389,-211.45057776875242
11.0,-0.3151433304623265,0.1009701050789509,0.0627645230238674,-1.5469859178809549,-0.2308111583187741,-1.540731773299202,-1.4096705184583496,-0.1792317909542775,-0.2997410150336397,15.654444444444444,52.471333333333334,8.594,4.8654154309530115,1.1066634431500462,2.384341816215871,2.3843050958425374,2.3150858879529825,0.0,0.0,0.0,0.0,-422.90115553750485,-86.91984508600723,-43.459922543003614,-211.45057776875242
12.0,-0.3151433304623265,0.1009701050789509,0.0627645230238674,-1.5469859178809549,-0.2308111583187741,-1.540731773299202,-1.4096705184583496,-0.1792317909542775,-0.2997410150336397,10.65125448028674,71.94516129032257,11.586,2.6945883830203425,0.51392360191657,2.7522824662375536,2.7522474919536823,2.1794276212270485,0.0,0.0,0.0,0.0,-422.90115553750485,-156.944622118306,-78.472311059153,-211.45057776875242
1.0,-0.7729485190793592,0.1059654194850553,0.7539539598022331,-0.8433187696013469,0.3087473935952355,-0.2761297425969578,-0.1611291535463797,-0.7772492342827928,-0.7430799385118394,7.9,70.76645161290323,18.346,2.4541801564957244,0.4313718096084538,2.4755083317860227,2.475451764900861,0.9682421508490109,0.0,0.0,0.0,0.0,-48.33874606391391,-19.696494544612346,-9.848247272306173,-24.169373031956955
2.0,-0.7729485190793592,0.1059654194850553,0.7539539598022331,-0.8433187696013469,0.3087473935952355,-0.2761297425969578,-0.1611291535463797,-0.7772492342827928,-0.7430799385118394,9.688731284475965,66.55390070921986,13.356,3.0027078176546818,0.5319298777608077,2.6090984891290847,2.609042476419865,1.0463583687413034,0.0,0.0,0.0,0.0,-48.33874606391391,-16.098384857728096,-8.049192428864048,-24.169373031956955
3.0,-0.7729485190793592,0.1059654194850553,0.7539539598022331,-0.8433187696013469,0.3087473935952355,-0.2761297425969578,-0.1611291535463797,-0.7772492342827928,-0.7430799385118394,13.327956989247312,63.97225806451613,21.327,3.8998616700655835,0.6887305172895731,3.3724338887209604,3.3722819546719283,1.020022145983854,0.0,0.0,0.0,0.0,-48.33874606391391,-12.394989913347619,-6.197494956673809,-24.169373031956955
4.0,-0.7729485190793592,0.1059654194850553,0.7539539598022331,-0.8433187696013469,0.3087473935952355,-0.2761297425969578,-0.1611291535463797,-0.7772492342827928,-0.7430799385118394,18.606666666666666,53.65866666666667,11.793,6.210807785217248,1.2933642521125928,5.5111967631435235,5.511107006695523,1.1121350037735183,0.0,0.0,0.0,0.0,-48.33874606391391,-7.7830046808030575,-3.8915023404015288,-24.169373031956955
5.0,-0.7729485190793592,0.1059654194850553,0.7539539598022331,-0.8433187696013469,0.3087473935952355,-0.2761297425969578,-0.1611291535463797,-0.7772492342827928,-0.7430799385118394,25.612903225806452,35.321290322580644,3.168,9.996115276764721,2.5340182187204845,0.0,0.0,1.1529516275628937,0.0,0.0,0.0,0.0,-48.33874606391391,-4.835753162658496,-2.417876581329248,-24.169373031956955
6.0,-0.7729485190793592,0.1059654194850553,0.7539539598022331,-0.8433187696013469,0.3087473935952355,-0.2761297425969578,-0.1611291535463797,-0.7772492342827928,-0.7430799385118394,32.08148148148148,19.386666666666667,0.139,13.439609120717247,4.167354344013827,0.0,0.0,1.1608622857447393,0.0,0.0,0.0,0.0,-48.33874606391391,-3.5967374965838412,-1.7983687482919206,-24.169373031956955
7.0,-0.7729485190793592,0.1059654194850553,0.7539539598022331,-0.8433187696013469,0.3087473935952355,-0.2761297425969578,-0.1611291535463797,-0.7772492342827928,-0.7430799385118394,35.364874551971326,16.09935483870968,0.0,14.765705556949076,5.12412331345433,0.0,0.0,1.1611291535463797,1.0,0.0,0.0,0.0,-48.33874606391391,-3.273717322716394,-1.636858661358197,-24.169373031956955
8.0,-0.7729485190793592,0.1059654194850553,0.7539539598022331,-0.8433187696013469,0.3087473935952355,-0.2761297425969578,-0.1611291535463797,-0.7772492342827928,-0.7430799385118394,35.20537634408602,17.000645161290322,0.04,14.084075496620455,5.087484218814321,0.0,0.0,1.1610558711500023,0.0,0.0,0.0,0.0,-48.33874606391391,-3.4321561309091986,-1.7160780654545993,-24.169373031956955
9.0,-0.7729485190793592,0.1059654194850553,0.7539539598022331,-0.8433187696013469,0.3087473935952355,-0.2761297425969578,-0.1611291535463797,-0.7772492342827928,-0.7430799385118394,30.415555555555553,19.680666666666667,0.036000000000000004,11.168533682962572,3.922750274295728,0.0,0.0,1.1610459820800794,0.0,0.0,0.0,0.0,-48.33874606391391,-4.328119289074977,-2.1640596445374887,-24.169373031956955
10.0,-0.7729485190793592,0.1059654194850553,0.7539539598022331,-0.8433187696013469,0.3087473935952355,-0.2761297425969578,-0.1611291535463797,-0.7772492342827928,-0.7430799385118394,23.9247311827957,29.308387096774194,1.724,8.461216532148603,2.4862124035833286,4.217358635596882,4.217350201558172,1.155871736028834,0.0,0.0,0.0,0.0,-48.33874606391391,-5.712978255579401,-2.8564891277897004,-24.169373031956955
11.0,-0.7729485190793592,0.1059654194850553,0.7539539598022331,-0.8433187696013469,0.3087473935952355,-0.2761297425969578,-0.1611291535463797,-0.7772492342827928,-0.7430799385118394,15.654444444444444,52.471333333333334,8.594,4.8654154309530115,1.1066634431500462,2.384341816215871,2.3843050958425374,1.1155523947671515,0.0,0.0,0.0,0.0,-48.33874606391391,-9.93517341939403,-4.967586709697015,-24.169373031956955
12.0,-0.7729485190793592,0.1059654194850553,0.7539539598022331,-0.8433187696013469,0.3087473935952355,-0.2761297425969578,-0.1611291535463797,-0.7772492342827928,-0.7430799385118394,10.65125448028674,71.94516129032257,11.586,2.6945883830203425,0.51392360191657,2.7522824662375536,2.7522474919536823,1.0501838029997475,0.0,0.0,0.0,0.0,-48.33874606391391,-17.939194857557947,-8.969597428778973,-24.169373031956955
1.0,-0.7050508332492266,0.2857967381048258,0.5223879556023743,-0.5512305193720756,-0.6085021446585838,-0.2722246299937039,-0.2322986332312496,-0.7003361511890617,-0.7430799385118394,7.9,70.76645161290323,18.346,2.4541801564957244,0.4313718096084538,2.4755083317860227,2.475451764900861,1.0275889426115097,0.0,0.0,0.0,0.0,-69.68958996937488,-28.396281252996225,-14.198140626498112,-34.84479498468744
2.0,-0.7050508332492266,0.2857967381048258,0.5223879556023743,-0.5512305193720756,-0.6085021446585838,-0.2722246299937039,-0.2322986332312496,-0.7003361511890617,-0.7430799385118394,9.688731284475965,66.55390070921986,13.356,3.0027078176546818,0.5319298777608077,2.6090984891290847,2.609042476419865,1.1104931641168063,0.0,0.0,0.0,0.0,-69.68958996937488,-23.2089148200264,-11.6044574100132,-34.84479498468744
3.0,-0.7050508332492266,0.2857967381048258,0.5223879556023743,-0.5512305193720756,-0.6085021446585838,-0.2722246299937039,-0.2322986332312496,-0.7003361511890617,-0.7430799385118394,13.327956989247312,63.97225806451613,21.327,3.8998616700655835,0.6887305172895731,3.3724338887209604,3.3722819546719283,1.0825427064012665,0.0,0.0,0.0,0.0,-69.68958996937488,-17.869759459494603,-8.934879729747301,-34.84479498468744
4.0,-0.7050508332492266,0.2857967381048258,0.5223879556023743,-0.5512305193720756,-0.6085021446585838,-0.2722246299937039,-0.2322986332312496,-0.7003361511890617,-0.7430799385118394,18.606666666666666,53.65866666666667,11.793,6.210807785217248,1.2933642521125928,5.5111967631435235,5.511107006695523,1.1803014685600994,0.0,0.0,0.0,0.0,-69.68958996937488,-11.220696627457649,-5.610348313728824,-34.84479498468744
5.0,-0.7050508332492266,0.2857967381048258,0.5223879556023743,-0.5512305193720756,-0.6085021446585838,-0.2722246299937039,-0.2322986332312496,-0.7003361511890617,-0.7430799385118394,25.612903225806452,35.321290322580644,3.168,9.996115276764721,2.5340182187204845,0.0,0.0,1.2236198793976345,0.0,0.0,0.0,0.0,-69.68958996937488,-6.971667296731113,-3.4858336483655563,-34.84479498468744
6.0,-0.7050508332492266,0.2857967381048258,0.5223879556023743,-0.5512305193720756,-0.6085021446585838,-0.2722246299937039,-0.2322986332312496,-0.7003361511890617,-0.7430799385118394,32.08148148148148,19.386666666666667,0.139,13.439609120717247,4.167354344013827,0.0,0.0,1.232015408211698,0.0,0.0,0.0,0.0,-69.68958996937488,-5.185388157007328,-2.592694078503664,-34.84479498468744
7.0,-0.7050508332492266,0.2857967381048258,0.5223879556023743,-0.5512305193720756,-0.6085021446585838,-0.2722246299937039,-0.2322986332312496,-0.7003361511890617,-0.7430799385118394,35.364874551971326,16.09935483870968,0.0,14.765705556949076,5.12412331345433,0.0,0.0,1.2322986332312496,1.0,0.0,0.0,0.0,-69.68958996937488,-4.71969251320858,-2.35984625660429,-34.84479498468744
8.0,-0.7050508332492266,0.2857967381048258,0.5223879556023743,-0.5512305193720756,-0.6085021446585838,-0.2722246299937039,-0.2322986332312496,-0.7003361511890617,-0.7430799385118394,35.20537634408602,17.000645161290322,0.04,14.084075496620455,5.087484218814321,0.0,0.0,1.232220859112307,0.0,0.0,0.0,0.0,-69.68958996937488,-4.948112496705748,-2.474056248352874,-34.84479498468744
9.0,-0.7050508332492266,0.2857967381048258,0.5223879556023743,-0.5512305193720756,-0.6085021446585838,-0.2722246299937039,-0.2322986332312496,-0.7003361511890617,-0.7430799385118394,30.415555555555553,19.680666666666667,0.036000000000000004,11.168533682962572,3.922750274295728,0.0,0.0,1.2322103639082955,0.0,0.0,0.0,0.0,-69.68958996937488,-6.23981553421693,-3.119907767108465,-34.84479498468744
10.0,-0.7050508332492266,0.2857967381048258,0.5223879556023743,-0.5512305193720756,-0.6085021446585838,-0.2722246299937039,-0.2322986332312496,-0.7003361511890617,-0.7430799385118394,23.9247311827957,29.308387096774194,1.724,8.461216532148603,2.4862124035833286,4.217358635596882,4.217350201558172,1.226718971053782,0.0,0.0,0.0,0.0,-69.68958996937488,-8.236355812971757,-4.118177906485879,-34.84479498468744
11.0,-0.7050508332492266,0.2857967381048258,0.5223879556023743,-0.5512305193720756,-0.6085021446585838,-0.2722246299937039,-0.2322986332312496,-0.7003361511890617,-0.7430799385118394,15.654444444444444,52.471333333333334,8.594,4.8654154309530115,1.1066634431500462,2.384341816215871,2.3843050958425374,1.183928322849141,0.0,0.0,0.0,0.0,-69.68958996937488,-14.323461368996492,-7.161730684498246,-34.84479498468744
12.0,-0.7050508332492266,0.2857967381048258,0.5223879556023743,-0.5512305193720756,-0.6085021446585838,-0.2722246299937039,-0.2322986332312496,-0.7003361511890617,-0.7430799385118394,10.65125448028674,71.94516129032257,11.586,2.6945883830203425,0.51392360191657,2.7522824662375536,2.7522474919536823,1.1145530720037098,0.0,0.0,0.0,0.0,-69.68958996937488,-25.862796117030822,-12.931398058515411,-34.84479498468744
1.0,-0.5578271382314144,0.5255718295978523,0.2417018899055761,-0.8698722468949169,-0.3387228687015789,-0.7306338111707398,-0.7277822765305492,-0.567886331638963,-0.6468899660505582,7.9,70.76645161290323,18.346,2.4541801564957244,0.4313718096084538,2.4755083317860227,2.475451764900861,1.4407627459161176,0.0,0.0,0.0,0.0,-218.33468295916475,-88.96440727111109,-44.48220363555554,-109.16734147958238
2.0,-0.5578271382314144,0.5255718295978523,0.2417018899055761,-0.8698722468949169,-0.3387228687015789,-0.7306338111707398,-0.7277822765305492,-0.567886331638963,-0.6468899660505582,9.688731284475965,66.55390070921986,13.356,3.0027078176546818,0.5319298777608077,2.6090984891290847,2.609042476419865,1.5570011646757156,0.0,0.0,0.0,0.0,-218.33468295916475,-72.7125968352455,-36.35629841762275,-109.16734147958238
3.0,-0.5578271382314144,0.5255718295978523,0.2417018899055761,-0.8698722468949169,-0.3387228687015789,-0.7306338111707398,-0.7277822765305492,-0.567886331638963,-0.6468899660505582,13.327956989247312,63.97225806451613,21.327,3.8998616700655835,0.6887305172895731,3.3724338887209604,3.3722819546719283,1.5178123640396253,0.0,0.0,0.0,0.0,-218.33468295916475,-55.985237793188965,-27.992618896594482,-109.16734147958238
4.0,-0.5578271382314144,0.5255718295978523,0.2417018899055761,-0.8698722468949169,-0.3387228687015789,-0.7306338111707398,-0.7277822765305492,-0.567886331638963,-0.6468899660505582,18.606666666666666,53.65866666666667,11.793,6.210807785217248,1.2933642521125928,5.5111967631435235,5.511107006695523,1.6548780493197455,0.0,0.0,0.0,0.0,-218.33468295916475,-35.1539913179792,-17.5769956589896,-109.16734147958238
5.0,-0.5578271382314144,0.5255718295978523,0.2417018899055761,-0.8698722468949169,-0.3387228687015789,-0.7306338111707398,-0.7277822765305492,-0.567886331638963,-0.6468899660505582,25.612903225806452,35.321290322580644,3.168,9.996115276764721,2.5340182187204845,0.0,0.0,1.715613962250452,0.0,0.0,0.0,0.0,-218.33468295916475,-21.841953290261532,-10.920976645130766,-109.16734147958238
6.0,-0.5578271382314144,0.5255718295978523,0.2417018899055761,-0.8698722468949169,-0.3387228687015789,-0.7306338111707398,-0.7277822765305492,-0.567886331638963,-0.6468899660505582,32.08148148148148,19.386666666666667,0.139,13.439609120717247,4.167354344013827,0.0,0.0,1.7273851721632676,0.0,0.0,0.0,0.0,-218.33468295916475,-16.24561257682713,-8.122806288413566,-109.16734147958238
7.0,-0.5578271382314144,0.5255718295978523,0.2417018899055761,-0.8698722468949169,-0.3387228687015789,-0.7306338111707398,-0.7277822765305492,-0.567886331638963,-0.6468899660505582,35.364874551971326,16.09935483870968,0.0,14.765705556949076,5.12412331345433,0.0,0.0,1.727782276530549,1.0,0.0,0.0,0.0,-218.33468295916475,-14.786606851740418,-7.393303425870209,-109.16734147958238
8.0,-0.5578271382314144,0.5255718295978523,0.2417018899055761,-0.8698722468949169,-0.3387228687015789,-0.7306338111707398,-0.7277822765305492,-0.567886331638963,-0.6468899660505582,35.20537634408602,17.000645161290322,0.04,14.084075496620455,5.087484218814321,0.0,0.0,1.7276732309301903,0.0,0.0,0.0,0.0,-218.33468295916475,-15.502237474625527,-7.751118737312764,-109.16734147958238
9.0,-0.5578271382314144,0.5255718295978523,0.2417018899055761,-0.8698722468949169,-0.3387228687015789,-0.7306338111707398,-0.7277822765305492,-0.567886331638963,-0.6468899660505582,30.415555555555553,19.680666666666667,0.036000000000000004,11.168533682962572,3.922750274295728,0.0,0.0,1.7276585158059579,0.0,0.0,0.0,0.0,-218.33468295916475,-19.54909114812726,-9.77454557406363,-109.16734147958238
10.0,-0.5578271382314144,0.5255718295978523,0.2417018899055761,-0.8698722468949169,-0.3387228687015789,-0.7306338111707398,-0.7277822765305492,-0.567886331638963,-0.6468899660505582,23.9247311827957,29.308387096774194,1.724,8.461216532148603,2.4862124035833286,4.217358635596882,4.217350201558172,1.7199591392168463,0.0,0.0,0.0,0.0,-218.33468295916475,-25.80417155495273,-12.902085777476366,-109.16734147958238
11.0,-0.5578271382314144,0.5255718295978523,0.2417018899055761,-0.8698722468949169,-0.3387228687015789,-0.7306338111707398,-0.7277822765305492,-0.567886331638963,-0.6468899660505582,15.654444444444444,52.471333333333334,8.594,4.8654154309530115,1.1066634431500462,2.384341816215871,2.3843050958425374,1.6599631921505331,0.0,0.0,0.0,0.0,-218.33468295916475,-44.8748284823026,-22.4374142411513,-109.16734147958238
12.0,-0.5578271382314144,0.5255718295978523,0.2417018899055761,-0.8698722468949169,-0.3387228687015789,-0.7306338111707398,-0.7277822765305492,-0.567886331638963,-0.6468899660505582,10.65125448028674,71.94516129032257,11.586,2.6945883830203425,0.51392360191657,2.7522824662375536,2.7522474919536823,1.5626934836495225,0.0,0.0,0.0,0.0,-218.33468295916475,-81.02710021871138,-40.51355010935569,-109.16734147958238
1.0,0.7981098154257884,0.255824851668197,-1.0424368606572754,-0.0201609735006733,0.3627032487866355,-0.6855856678472138,-0.7044984467695191,0.9453522003329056,0.9150993473461776,7.9,70.76645161290323,18.346,2.4541801564957244,0.4313718096084538,2.4755083317860227,2.475451764900861,1.421346830521206,0.19952018910850924,0.0006885641506929826,0.09453522003329055,0.0,-211.34953403085572,-86.11818226606378,-43.05909113303189,-105.67476701542786
2.0,0.7981098154257884,0.255824851668197,-1.0424368606572754,-0.0201609735006733,0.3627032487866355,-0.6855856678472138,-0.7044984467695191,0.9453522003329056,0.9150993473461776,9.688731284475965,66.55390070921986,13.356,3.0027078176546818,0.5319298777608077,2.6090984891290847,2.609042476419865,1.5360188044857317,0.27406389558136496,0.0008490769131182808,0.09453522003329055,0.0,-211.34953403085572,-70.38631357610213,-35.19315678805106,-105.67476701542786
3.0,0.7981098154257884,0.255824851668197,-1.0424368606572754,-0.0201609735006733,0.3627032487866355,-0.6855856678472138,-0.7044984467695191,0.9453522003329056,0.9150993473461776,13.327956989247312,63.97225806451613,21.327,3.8998616700655835,0.6887305172895731,3.3724338887209604,3.3722819546719283,1.4973581174753823,0.1716320809014259,0.001099365172064178,0.09453522003329055,0.0,-211.34953403085572,-54.19411043553796,-27.09705521776898,-105.67476701542786
4.0,0.7981098154257884,0.255824851668197,-1.0424368606572754,-0.0201609735006733,0.3627032487866355,-0.6855856678472138,-0.7044984467695191,0.9453522003329056,0.9150993473461776,18.606666666666666,53.65866666666667,11.793,6.210807785217248,1.2933642521125928,5.5111967631435235,5.511107006695523,1.6325766868743572,0.31038729664925896,0.002064493409063788,0.09453522003329055,0.0,-211.34953403085572,-34.029314920017754,-17.014657460008877,-105.67476701542786
5.0,0.7981098154257884,0.255824851668197,-1.0424368606572754,-0.0201609735006733,0.3627032487866355,-0.6855856678472138,-0.7044984467695191,0.9453522003329056,0.9150993473461776,25.612903225806452,35.321290322580644,3.168,9.996115276764721,2.5340182187204845,0.0,0.0,1.6924941143533556,1.0,0.004044849625657181,0.09453522003329055,0.0,-211.34953403085572,-21.14316693827282,-10.57158346913641,-105.67476701542786
6.0,0.7981098154257884,0.255824851668197,-1.0424368606572754,-0.0201609735006733,0.3627032487866355,-0.6855856678472138,-0.7044984467695191,0.9453522003329056,0.9150993473461776,32.08148148148148,19.386666666666667,0.139,13.439609120717247,4.167354344013827,0.0,0.0,1.7041066938348868,1.0,0.006652012812629465,0.09453522003329055,0.0,-211.34953403085572,-15.725869118102477,-7.862934559051238,-105.67476701542786
